task_name,instance_id,instance_content,standard_output,cnlp_output,cnlp_score
task1424_,31,"Problem: if a coin has an equal probability of landing heads up or tails up each time it is flipped , what is the probability that the coin will land heads up exactly once in 3 consecutive flips ? 
Options: a ) 0.125 , b ) 0.25 , c ) 0.75 , d ) 0.375 , e ) 0.666",d,"if a coin has an equal probability of landing heads up or tails up each time it is flipped , what is the probability that the coin will land heads up exactly once in 3 consecutive flips ? 
Select the correct option from the provided options: d
",1
task1424_,32,"Problem: a box contains 2 red balls and 5 black balls . one by one , every ball is selected at random without replacement . what is the probability that the fourth ball selected is black ? 
Options: a ) 1 / 4 , b ) 7 / 5 , c ) 1 / 2 , d ) 5 / 8 , e ) 2 / 3",b,"Select the correct option from the provided options: d
",0
task1424_,33,"Problem: a box contains 24 electric bulbs , out of which 4 are defective . two bulbs are chosen at random from this box . the probability that at least one of these is defective is 
Options: a ) 4 / 19 , b ) 7 / 19 , c ) 12 / 19 , d ) 24 / 77 , e ) none",d,"Problem: a box contains 24 electric bulbs , out of which 4 are defective . two bulbs are chosen at random from this box . the probability that at least one of these is defective is 

Select the correct option from the provided options: b
",0
task1424_,34,"Problem: in a throw of dice what is the probability of ge æ « ing number greater than 2 
Options: a ) 2 / 3 , b ) 1 / 3 , c ) 1 / 5 , d ) 1 / 6 , e ) none of these",a,"Problem: in a throw of dice what is the probability of getting number greater than 2 
Select the correct option from the provided options: a
",1
task1424_,35,"Problem: how many positive integers less than 600 can be formed using the numbers 1 , 2 , 3 , 5 and 6 for the digits ? 
Options: a ) 48 , b ) 130 , c ) 66 , d ) 68 , e ) 84",b,"Problem: how many positive integers less than 600 can be formed using the numbers 1 , 2 , 3 , 5 and 6 for the digits ? 
Select the correct option from the provided options: b
",1
task1424_,36,"Problem: x , y , and z are all unique numbers . if x is chosen randomly from the set { 6 , 7 , 8 , 9 , 10 , 11 } and y and z are chosen randomly from the set { 20 , 21 , 22 , 23 } , what is the probability that x and y are prime and z is not ? 
Options: a ) 1 / 5 , b ) 3 / 20 , c ) 2 / 15 , d ) 1 / 12 , e ) 1 / 10",d,"Problem: x , y , and z are all unique numbers . if x is chosen randomly from the set { 6 , 7 , 8 , 9 , 10 , 11 } and y and z are chosen randomly from the set { 20 , 21 , 22 , 23 } , what is the probability that x and y are prime and z is not ? 

Select the correct option from the provided options: b
",0
task1424_,37,"Problem: there are 18 balls in a jar . you take out 3 blue balls without putting them back inside , and now the probability of pulling out a blue ball is 1 / 5 . how many blue balls were there in the beginning ? 
Options: a ) 12 , b ) 9 , c ) 8 , d ) 7 , e ) 6",e,"Problem: there are 18 balls in a jar . you take out 3 blue balls without putting them back inside , and now the probability of pulling out a blue ball is 1 / 5 . how many blue balls were there in the beginning ? 
Select the correct option from the provided options
a
",0
task1424_,38,"Problem: the set s consists of 5 numbers : { 1 , 2,3 , 4,5 } . if all possible subsets including the null set are created and one subset is chosen at random , what is the probability that the subset has 3 or 4 as its largest number ? 
Options: a ) 3 / 4 , b ) 3 / 8 , c ) 3 / 16 , d ) 5 / 16 , e ) 3 / 32",b,"Problem: the set s consists of 5 numbers : { 1 , 2,3 , 4,5 } . if all possible subsets including the null set are created and one subset is chosen at random , what is the probability that the subset has 3 or 4 as its largest number ? 

Select the correct option from the provided options: d
",0
task1424_,39,"Problem: tomeka is playing a dice game . if she rolls the same number on her second roll as she rolls on her first , she wins . each roll is with two , fair , 6 - sided dice . if tomeka rolled a 7 on her first roll , what is the probability that she will win on her second roll ? 
Options: a ) 1 / 4 , b ) 1 / 5 , c ) 1 / 6 , d ) 1 / 9 , e ) 1 / 12",c,"Problem: tomeka is playing a dice game . if she rolls the same number on her second roll as she rolls on her first , she wins . each roll is with two , fair , 6 - sided dice . if tomeka rolled a 7 on her first roll , what is the probability that she will win on her second roll ? 

Select the correct option from the provided options
c
",1
task1424_,40,"Problem: the membership of a committee consists of 3 english teachers , 4 mathematics teachers , and 3 social studies teachers . if 2 committee members are to be selected at random to write the committee ’ s report , what is the probability that the two members selected will both be english teachers ? 
Options: a ) 2 / 3 , b ) 1 / 3 , c ) 2 / 9 , d ) 1 / 12 , e ) 1 / 24",d,"the membership of a committee consists of 3 english teachers , 4 mathematics teachers , and 3 social studies teachers . if 2 committee members are to be selected at random to write the committee ’ s report , what is the probability that the two members selected will both be english teachers ? 
Select the correct option from the provided options: d
",1
task1424_,41,"Problem: in a garden , there are yellow and green flowers which are straight and curved . if the probability of picking a green flower is 1 / 5 and picking a straight flower is 1 / 2 , then what is the probability of picking a flower which is yellow and straight 
Options: a ) 1 / 7 , b ) 1 / 8 , c ) 2 / 5 , d ) 3 / 4 , e ) 7 / 8",c,"in a garden , there are yellow and green flowers which are straight and curved . if the probability of picking a green flower is 1 / 5 and picking a straight flower is 1 / 2 , then what is the probability of picking a flower which is yellow and straight 
Select the correct option from the provided options: c
",1
task1424_,42,"Problem: in lottery , there are 10 prizes and 25 blanks . a lottery is drawn at random . what is the probability of getting a prize ? 
Options: a ) 1 / 7 , b ) 2 / 7 , c ) 3 / 7 , d ) 4 / 7 , e ) 1",b,"Problem: in lottery , there are 10 prizes and 25 blanks . a lottery is drawn at random . what is the probability of getting a prize ? 
Select the correct option from the provided options: b
",1
task1424_,43,"Problem: in a lottery there are 20 prizes and 35 blanks . a lottery is drawn at random . what is the probability of getting a prize 
Options: a ) 2 / 13 , b ) 4 / 11 , c ) 5 / 11 , d ) 6 / 11 , e ) 3 / 13",b,"in a lottery there are 20 prizes and 35 blanks . a lottery is drawn at random . what is the probability of getting a prize 
Select the correct option from the provided options: b
",1
task1424_,44,"Problem: a meeting has to be conducted with 5 managers . find the number of ways in which the managers may be selected from among 7 managers , if there are 2 managers who refuse to attend the meeting together . 
Options: a ) 6 , b ) 8 , c ) 10 , d ) 11 , e ) 15",d,"a meeting has to be conducted with 5 managers . find the number of ways in which the managers may be selected from among 7 managers , if there are 2 managers who refuse to attend the meeting together . 
Select the correct option from the provided options: e
",0
task1424_,45,"Problem: from a pack of cards , two cards are drawn one after the other , with replacement . what is the probability that the first card is a club and the second card is a king ? 
Options: a ) 2 / 13 , b ) 1 / 26 , c ) 5 / 26 , d ) 1 / 52 , e ) 17 / 52",d,"Problem: from a pack of cards , two cards are drawn one after the other , with replacement . what is the probability that the first card is a club and the second card is a king ? 

Select the correct option from the provided options: d
",1
task1424_,46,"Problem: there are two bags a and b . a contains 6 red flowers and 3 pink flowers . where as bag b contains 2 red flowers and 7 pink flowers . one flower is chosen from a bag randomly . what is the probability that the flower chosen is pink ? 
Options: a ) 5 / 8 , b ) 5 / 6 , c ) 5 / 1 , d ) 5 / 9 , e ) 5 / 2",d,"Select the correct option from the provided options
a
",0
task1424_,47,"Problem: x , y , and z are all unique numbers . if x is chosen randomly from the set { 9 , 10 , 11 } and y and z are chosen randomly from the set { 20 , 21 , 22 , 23 } , what is the probability that x and y are prime and z is not ? 
Options: a ) 1 / 20 , b ) 1 / 12 , c ) 2 / 15 , d ) 3 / 10 , e ) 1 / 7",b,"Problem: x , y , and z are all unique numbers . if x is chosen randomly from the set { 9 , 10 , 11 } and y and z are chosen randomly from the set { 20 , 21 , 22 , 23 } , what is the probability that x and y are prime and z is not ? 
Select the correct option from the provided options
b
",1
task1424_,48,"Problem: a meeting has to be conducted with 4 managers . find the number of ways in which the managers be selected from among 7 managers , if 2 managers will not attend the meeting together ? 
Options: a ) 25 , b ) 20 , c ) 35 , d ) 36 , e ) 38",a,"Problem: a meeting has to be conducted with 4 managers . find the number of ways in which the managers be selected from among 7 managers , if 2 managers will not attend the meeting together ? 
Select the correct option from the provided options
a
",1
task1424_,49,"Problem: in a certain animal population , for each of the first 3 months of life , the probability that an animal will die during that month is 1 / 10 . for a group of 300 newborn members of the population , approximately how many would be expected to survive the first 3 months of life ? 
Options: a ) 219 , b ) 246 , c ) 252 , d ) 262 , e ) 270",a,"Problem: in a certain animal population , for each of the first 3 months of life , the probability that an animal will die during that month is 1 / 10 . for a group of 300 newborn members of the population , approximately how many would be expected to survive the first 3 months of life ? 
Select the correct option from the provided options: a
",1
task1424_,50,"Problem: what is the probability of drawn an ace or a space or both from a dew of cards . 
Options: a ) 14 / 52 , b ) 15 / 52 , c ) 16 / 52 , d ) 17 / 52 , e ) 18 / 52",c,"what is the probability of drawn an ace or a space or both from a dew of cards . 
Select the correct option from the provided options: c
",1
