task_name,instance_id,instance_content,standard_output,cnlp_output,cnlp_score
task729_,11,"A testator died and through his will gave his entire estate to charity, but the gift failed because the will was executed 10 days prior to the testator's death. A man then filed a claim against the estate, alleging that he was the son and heir of the testator. At the trial on the man's claim, the man was unable to produce any proof of a ceremonial marriage, but established the following by undisputed evidence: (a) that his mother and the testator had cohabited for a number of years; and (b) that his mother had predeceased the testator by one day. Assume that this jurisdiction has a relevant Dead Man's Statute in effect. At trial, the man's attorney called a clerk at a winter resort hotel. The clerk testified that the testator and the man's mother had come to the hotel for many years and he often saw the testator sign the hotel register as ""Mr. and Mrs. Testator. ""The trial court should rule the clerk's testimony
(A)admissible, because the clerk had personal knowledge of the matter. (B)admissible as a pedigree exception to the hearsay rule. (C)inadmissible, because the clerk's testimony is not the best evidence. (D)inadmissible, under the Dead Man's Statute.",A,"A
",1
task729_,12,"A resident announced his candidacy for state representative. A law in the state requires new political entrants (regardless of party affiliation) to obtain three times the number of signatures as other candidates who have run for office previously. The resident, however, failed to obtain the necessary number of authenticating signatures to have his name placed on the ballot. The resident filed a complaint in federal district court alleging the unconstitutionality of the authenticating requirement. Which of the following, if established, is the state's strongest argument for sustaining the validity of the authenticating requirement?
(A)The resident's petition contained a large number of false signatures. (B)A similar authenticating statute was held to be constitutional in another state the previous year. (C)The authenticating requirement was necessary to further a compelling state interest. (D)Two other candidates had successfully petitioned to have their names included on the ballot.",C,"C
",1
task729_,13,"A plaintiff, a former city employee, sued the city for his alleged wrongful discharge from a civil service position. The plaintiff alleged that his supervisor had discharged him in retaliation after she learned that he had told the police he thought the supervisor might be embezzling. At trial, the plaintiff has called the supervisor as an adverse witness, and the supervisor has testified that the plaintiff was fired for incompetence. The plaintiff's attorney then asks the supervisor, ""Isn't it true that before the discharge you were told that [the plaintiff ] had reported to the police that you were pilfering money from the office coffee fund?"" For what purpose(s) is the plaintiff's question permissible? 
(A)Only to establish the supervisor's improper motive in discharging the plaintiff. (B)Only to impeach the supervisor's veracity as a witness because of her dishonesty. a witness because of her dishonesty. (C)Only to impeach the supervisor's veracity as a witness because of her personal bias against her accuser, the plaintiff. (D)Both to impeach by showing bias and to establish improper motive in discharging the plaintiff.",D,"D
",1
task729_,14,"In which of the following stages does an indigent person not have the Sixth Amendment right to counsel?
(A)Preliminary Hearing (B)Arraignment (C)investigative surveillance (D)Post-charge lineups",C,"C
",1
task729_,15,"An investor sued a corporation for stock fraud. In presenting his case-in-chief, the investor sought to introduce an issue of a newspaper to show the corporation's stock price on that given day. Upon objection by the corporation's attorney, this evidence should be
(A)admitted, under the business records exception. (B)admitted, under the market reports exception. (C)excluded, because the newspaper copy does not fit within any established exception to the hearsay rule. (D)excluded, because it violates the best evidence rule.",B,"B
",1
task729_,16,"A defendant was charged with murder. The defendant was a butcher by trade, and it was crucial to the prosecution's case against the defendant to prove that the victim was stabbed to death with a butcher's knife. The prosecution called a police officer to the stand. The assistant district attomey marked a colored photograph of the dead murder victim for identification and was ready to question the police officer. Before the prosecutor proceeded further, the defense counsel objected to any use of the victim's photo, which pictured 14 stab wounds to his body. The photo is
(A)admissible, for the limited purpose of showing that the stab wounds resulted from a butcher's knife.  (B)admissible, because it is relevant to the prosecution's case, and all relevant evidence is, by its nature, admissible.  (C)admissible, because the photo would neither mislead the jury nor waste time.  (D)inadmissible.",D,"A
",0
task729_,17,"While driving her company vehicle near a pedestrian mall, a woman came upon the scene of a three-car accident. She was so busy gawking at the damaged vehicles that she failed to see one of the victims lying on the road in front of her car. She hit and ran over the victim, who survived and sued the woman's company. The victim offers the testimony of a witness to the incident. Referring to the woman, the witness stated, ""The driver of that car ran over the victim as he was lying on the ground awaiting an ambulance, and said  It is all my fault, I should have been paying more attention to my driving. "" Assume for this question that the woman is available to testify. The trial judge should rule that the testimony is
(A)admissible as a declaration against interest. (B)admissible as a present sense impression. (C)admissible as an admission. (D)inadmissible as hearsay not within any recognized exception.",C,"C
",1
task729_,18,"A man decided to give a cabin he owned to his daughter at his death. To accomplish this goal, he delivered to his attorney a deed that fully complied with the applicable statute of frauds and told his attorney to record the deed when he died unless he later gave the attorney instructions to the contrary. Three weeks after dropping off the deed, the man properly drafted and executed his own will, which left all of his real property to his son. One year later, the man died, and the attorney immediately recorded the deed. At the time of the man's death, the cabin was titled in his name and he owned no other real property. The daughter and the son now disagree as to who is entitled to ownership of the cabin. Other than the jurisdiction's statute of frauds and statute of wills, there are no applicable statutes. Who is entitled to ownership of the cabin? 
(A)The daughter, because the attorney was, for gift-law purposes, a trustee for the daughter. (B)The daughter, because the deed fully complied with the statute of frauds. (C)The son, because the deed was not delivered to the daughter during the man's lifetime. (D)The son, because the proper execution of the will revoked the earlier gift to the daughter.",C,"D
",0
task729_,19,"A man borrowed $500,000 from a bank, securing the loan with a mortgage on a commercial building he owned. The mortgage provided as follows: ""No prepayment may be made on this loan during the first two years after the date of this mortgage. Thereafter, prepayment may be made in any amount at any time but only if accompanied by a prepayment fee of 5% of the amount prepaid."" One year later, the man received an unexpected cash gift of $1 million and wished to pay off the $495,000 principal balance still owed on the loan. $495,000 principal balance still owed on the loan. Concerned that the bank might refuse prepayment, despite a rise in market interest rates in the year since the loan was made, or at least insist on the 5% prepayment fee, the man consulted an attorney concerning the enforceability of the above-quoted clause. There is no applicable statute. What is the attorney likely to say? 
(A)The entire clause is unenforceable, because it violates a public policy favoring the prompt and early repayment of debt. (B)The entire clause is unenforceable, because the rise in interest rates will allow the bank to reloan the funds without loss. (C)The two-year prepayment prohibition and the prepayment fee provision are both valid and enforceable. (D)The two-year prepayment prohibition is unenforceable, but the prepayment fee provision is enforceable.",D,"D
",1
task729_,20,"A defendant has been charged with making a false statement to a federally insured financial institution to secure a loan. At trial, the prosecutor calls the defendant's wife as a willing witness to testify that the defendant told her in confidence that he had misrepresented his assets on the loan application. The defendant objects to his wife's testimony. Should the testimony be admitted?
(A)No, because even though the wife is a willing witness, the defendant has the right to exclude confidential marital communications in federal court. (B)No, but only if the law of the state where the defendant and his wife reside recognizes a privilege for confidential marital communications. (C)Yes, because in federal court the right not to testify belongs to the testifying spouse, and she is a willing witness. (D)Yes, because while the adverse testimonial privilege is recognized in federal court, the marital communications privilege is not.",A,"A
",1
task729_,21,"A man with a herniated lumbar disk was a passenger in a car that was hit by another car going through a stop sign. He was hospitalized and released with instructions to continue his ongoing therapy treatments. X-rays and MRI's had shown the same lumbar disk herniation, and no additional injuries, although the man reported increased pain, discomfort and inability to function. He now required twice as much therapy and significantly stronger medications to control the pain. He sued the negligent driver. The driver argued that the passenger had the same herniated disk prior to and after the accident. Will the court take the case away from the jury on the basis that the passenger has not shown an injury?
(A)Yes, because the increased therapy is insufficient to justify a claim for damages. (B)Yes, because it would be impossible to separate the post-accident injuries from those that existed prior to the accident. (C)No, because he has shown an exacerbation of a pre-existing condition where there is enough evidence to apportion the damages. (D)No, all damages are always automatically switched to the driver who caused the second accident.",C,"C
",1
task729_,22,"A state law requires any lawn mower sold in the state to meet a specified minimum level of fuel efficiency. A new federal statute requires all power equipment, including lawn mowers, to be labeled with energy efficiency stickers to permit purchasers to make informed choices when buying such equipment. The statute does not expressly preempt state law. Assume that no other federal statute or administrative regulation addresses the energy efficiency of power equipment. Which of the following is the best argument the state can make for the continued validity of its law? 
(A)Congress cannot preempt state laws requiring a specified minimum level of requiring a specified minimum level of fuel efficiency for lawn mowers, because the use of such equipment is a wholly local event and, therefore, is beyond the regulatory authority vested in Congress by the commerce clause. (B)The law is unaffected by the federal statute, because Congress did not expressly prohibit state laws requiring power equipment to meet specified levels of fuel efficiency. (C)The purpose of the law is consistent with the purpose of the federal statute, enforcement of the law would not interfere with the full execution of the statute, and there is no evidence that Congress intended to preclude the states from enacting supplemental laws on this subject. (D)There is a very strong presumption that a specific state law on a subject normally within the state's police power prevails over a more general federal statute, because the Tenth Amendment reserves to the states primary authority over matters affecting public health, welfare, and safety.",C,"C
",1
task729_,23,"Gary Gamer purchased a computer from Electronic Warehouse Inc. Which of the below facts would be most favorable to Gary if he sought to rescind the purchase?
(A)Gary and the store clerk orally agreed to the sale of the computer for a price of $750. (B)Gary purchased the computer one month before his 18th birthday and 14 months later wants to disaffirm the contract. (C)The computer Gary picked out was defective; Electronic Warehouse offered to repair the computer but Gary refused to specify the particular defect and demands rescission. (D)Gary paid for the computer and was given a box that when he unpacked it at home contained a printer unit made by the same manufacturer.",D,"B
",0
task729_,24,"A manufacturer created a new brand of fish tackle which they sold throughout the country. Congress now imposes a tax of 14 cents on each set of tackle sold in the United States. This tax is
(A)unconstitutional, because the tackle is sold in interstate commerce. (B)unconstitutional, because it interferes with the sovereign right of state governments to engage in intrastate commerce. (C)constitutional, because the supremacy clause validates laws enacted by Congress. (D)constitutional, because it is within the power of Congress to raise revenue.",D,"D
",1
task729_,25,"A farmer contracted to sell 100 tons of his home-grown cucumbers to a wholesaler. An invasion of cucumber-eating insects attacked the crop and made it a poor season. The farmer delivered only 60 tons. The wholesaler claimed a breach of contract due to his being shorted 40 tons. The farmer sued the wholesaler for payment on the 60 tons, and the wholesaler counterclaimed for damages caused by the loss of the additional 40 tons. What is the most likely decision of the court?
(A)The farmer could have used insecticide to kill the insects; he breached the contract, and gets nothing. (B)There is an industry-wide implied condition that natural causes could limit the amount of an agricultural product -- the wholesaler must pay for the 60 tons and gets no credit on the rest. (C)The farmer breached the contract but he's entitled to be paid for the 60 tons, less the amount of damages suffered by the wholesaler in not getting the full value of the bargain. (D)The farmer is entitled to collect on the 60 tons and will be reimbursed for the 40 unproduced tons by the federal government.",B,"C
",0
task729_,26,"A buyer purchased a gallon of nonfat milk from a market. The milk, which was sold in a plastic container, had been processed and packaged by a dairy. That evening, the buyer was preparing dinner and poured himself a glass of milk from the container purchased at the market. He then sat down to eat his meal and proceeded to take a mouthful of milk. As he did so, the buyer felt something furry lodge in his mouth. He immediately spat out the furry object and saw that it was a dead mouse. The buyer suffered severe emotional distress but did not suffer any physical illness or injury. If the buyer asserts a claim against the dairy based on negligent manufacturing, he will most likely
(A)recover, because he suffered severe emotional distress. (B)recover, under the doctrine of res ipsa loquitur. (C)not recover, because the dairy's negligence only caused mental disturbance. (D)not recover, because the buyer's proper cause of action is for intentional infliction of mental distress.",C,"B
",0
task729_,27,"In 1960, a widower, advancing into old age, realizes that he is no longer able to farm his 1,000 acres; therefore, he decides to sell some of the farmland in parcels of 250 acres. The president of a development company is interested in purchasing three of the parcels. The president buys the three parcels from the widower and begins formulating plans for constructing single-family dwelling units on the land, which is located in an upper-middle-class area of the county. The original deed between thewidower and the development company contains a provision expressly binding ""upon all subsequent grantees, their heirs, and assigns,"" stipulating that any further subdivisions by any such persons shall be restricted to minimum two-acre lots to be used for single-family dwelling units only. In the original deed between the widower and the development company, the stipulation that restricted the size and residential character of any subsequent subdivision of the parcels is an example of a (an)
(A)easement. (B)affirmative covenant. (C)covenant for quiet enjoyment. (D)negative covenant.",D,"D
",1
task729_,28,"A resident of a state was the owner of a large tract of virgin forest. The resident conveyed the tract ""to the people of the state in fee simple; provided, however, that if any portion of said tract shall ever be used or developed for any commercial purpose or otherwise converted from its natural state (with exception for recreational, scientific, or educational purposes), then the grantor or his successors in interest may reenter as of the grantor's former estate. ""Under state law, conveyances of real property to ""the people"" of the state are deemed to vest title in the state regarded as a legal entity, and custody over such property resides in an appointed official known as the director of environmental resources. The director granted a logging company the privilege to cut timber on a remote portion of the tract, together with incidental easements of way. The section that the logging company was to clear would be used for the development of a state recreational area. After the privilege was granted, the logging company proceeded to clear the timber, which he later sold for $10,000. When the resident learned that the logging company was cutting the timber and selling it, he notified the director to desist further exploitation of the land. In an ejectment action instituted by the resident against the state to recover the tract, what result would be expected?
(A)The resident would succeed, because the logging company's selling of the timber would entitle the resident to re-enter and terminate the grant to the state. (B)The resident would succeed, because the logging company's selling of the timber would constitute an automatic termination of the state's fee interest. (C)The resident would not succeed, because the director approved the clearing of the timber in order to develop the area for recreational purposes. (D)The resident would not succeed, because the reservation of the resident's right to terminate would be violative of the rule against perpetuities.",C,"C
",1
task729_,29,"| Driveway--------------------------------------------------------------House | House |-------------------------------------------------------------- | Garage | House--------------------------------------------------------------LOT3 | LOT2 | LOT1 --------------------------------------------------------------(TEACHER) | (NEIGHBOR) | (CO-WORKER | | & BOSS)-------------------------------------------------------------On March 1, 1999, a landowner, the sole owner and occupant of lot 1, died and devised lot ito both his co-worker and his boss ""as their community property. "" The co-worker and boss were siblings, and neither was married. Lot 1 consisted of a single- family house with a yard, garage, and driveway. On May 1, 1999, the boss moved into the house on lot 1. One year later, the co-worker and the boss executed and delivered the following deed instrument to a neighbor "". . . hereby grant to (the neighbor) the northerly 30 feet of lot 1, consisting of the paved driveway now existing, to be used for the ingress and egress of motor vehicles, but should (the neighbor) or his heirs and assigns use said property for any other purpose, all the rights, privileges, and immunities herein granted shall cease and determine. "" In consideration for the said deed, the neighbor paid the co-worker and the boss $2,000 (which they divided equally). The deed was never recorded by the neighbor. Because the boss didn't own a car, she never used the driveway. Similarly, the neighbor never used the driveway because he unexpectedly had his driver's license suspended shortly after executing the above instrument. The boss died intestate on May 1, 2001, leaving her daughter as her sole heir. Following her mother's death, the daughter moved into the house on May 2, 2001. On June 1, 2001 the neighbor sold lot 2 to a professor by a deed that contained no mention of the driveway located on lot 1. The neighbor and the professor assumed that the latter had the right to use the driveway, so they didn't insert any recitations in their deed instrument regarding the driveway. Immediately upon her taking possession of the premises, the daughter began to use the driveway on lot 1. Consequently, she objected to the professor's use of the driveway. After the daughter refused to permit the professor to use the driveway, he brought suit to determine his right to continue use of the driveway. The professor should
(A)win, because he acquired an implied easement to use the driveway as owner of the dominant tenement. (B)win, because the neighbor's easement to use the driveway was conveyed to the professor. (C)lose, because the Statute of Frauds was not satisfied. (D)lose, because the neighbor's non-use of the driveway effectuated an abandonment of the easement.",B,"A
",0
task729_,30,"On Thursday, March 7, an owner's home was destroyed by fire. The owner's house was insured against such fire loss by an insurance company. According to the policy contract, the insured was required to notify the insurance company within 10 days following any loss due to fire or other catastrophe. The owner sued the insurance company to recover $750,000, which was the face amount that his home was insured for. The insurance company admitted that the owner's house was insured for that amount, though the company denied liability because it claimed that it had not received notice of the fire within the 10-day period as required by the policy. At trial, the owner calls his bookkeeper to testify. The bookkeeper proposes to testify that on March 11, the owner handed her an envelope and told her it contained a notice form for the insurance company, and that she mailed the envelope on his behalf. If the bookkeeper intends to establish that the envelope that the owner handed her contained the notice of fire loss, her proposed testimony is
(A)admissible, because the owner's statement to her is non-hearsay. (B)admissible, because a letter properly mailed is presumed received in due course. (C)inadmissible, because the owner's statement to the bookkeeper is not the best evidence. (D)inadmissible, because the owner's statement to the bookkeeper is hearsay not within any exception.",D,"A
",0
task729_,31,"The navy wanted to build a naval base on the north shore of an island in Hawaii. Situated along the north shore of this island were coral reefs which are the home of a very rare species of fish that are found only along the north shore area. Congress conducted hearings to decide whether to authorize the construction of the naval base. During the hearings, one of the speakers who addressed the congressional committee was a famous expert on oceanography and marine biology. The expert vehemently opposed the naval plan and stated that the construction would, in his opinion, result in the extinction of the rare species of fish. Congress thereafter approved the construction of the naval base and passed a bill providing necessary authorization and funding for the project. The expert has filed an action in federal district court seeking to enjoin the construction of the naval base on ecological grounds. Does the expert have adequate standing?
(A)Yes, because he has a personal stake in the litigation.  (B)Yes, because he is a recognized expert on marine biology and he testified at the congressional hearings.  (C)No, because the suit presents a nonjusticiable political question.  (D)No, because he is not suffering any actual harm or injury. ",D,"D
",1
task729_,32,"A man placed the following advertisement in his local newspaper:""Public Auction Sale . . . without reserve December 7, 10:00 a. m. 110 Walnut St. , City, StateEntire furnishings of home must go: antiques, piano, pool table, appliances, tables, stereo system, etc. ""On the morning of December 7, a group of approximately 20 people showed up at the man's home. The first item the man put up for bid was an antique Baldwin grand piano. The man announced that the bidding would be ""without reserve"" and said, ""What's the opening bid on this beautiful Baldwin grand piano?"" A woman opened the bidding with $100. The man then commented, ""This piano is worth at least $5,000. What other bids am I offered?"" When the man did not receive any other bids, he informed the woman that he would not accept $100 and was removing the piano from the sale. If the woman asserts an action against the man for breach of contract, the woman will most likely
(A)prevail, because goods put up at an auction ""without reserve"" may not be withdrawn. (B)prevail, because whether or not the auction is ""without reserve,"" goods cannot be withdrawn after the auctioneer calls for bids. (C)not prevail, because at an auction ""without reserve,"" the auctioneer may withdraw goods until he announces completion of the sale. (D)not prevail, because at an auction ""without reserve,"" the auctioneer invites offers, which he may accept or reject.",A,"A
",1
task729_,33,"Two co-defendants were investment brokers at a bank. They had been employed by the bank for ten years. One day, they were unexpectedly fired by the bank's new manager. Apparently, the co-defendants' investments had not been performing well in the economic downturn. The co-defendants, upset and humiliated by their firing, vowed to get back at the bank. As their revenge, they decided to plant a bomb in the bank and demand $2,000,000. After receiving the money, they would then reveal the location of the bomb and provide details for defusing it. The co-defendants agreed that the bank should be given adequate warning so that nobody would be injured. In accordance with their plan, the co-defendants consulted the Internet, where they found all the information they needed on how to build a bomb. They built the bomb and placed it in a supply closet. Shortly thereafter, they phoned the bank and made a demand for the money. They said a bomb was in the bank and that it would explode in 24 hours unless the money was paid. The bank refused to pay the money. Realizing that their plan had gone awry, they drove to the bank to attempt to defuse the bomb. As they were driving back to the bank, the bomb exploded, killing 30 people. If the co-defendants are charged with murder and conspiracy to commit murder, which of the following statements is correct?
(A)Both co-defendants are guilty of felony murder, but neither is guilty of conspiracy to commit murder. (B)Both co-defendants are guilty of murder and conspiracy to commit murder. (C)Both co-defendants are guilty of conspiracy to commit murder, but not murder. (D)Both co-defendants are not guilty of murder and conspiracy to commit murder.",A,"A
",1
task729_,34,"Water Works had a long-standing policy of offering employees $100 for suggestions actually used.  Due to inflation and a decline in the quantity and quality of suggestions received, Water Works decided to increase the award to $500.  Several suggestions were under consideration at that time.  Two days prior to the public announcement of the increase to $500, a suggestion by Farber was accepted and put into use.  Farber is seeking to collect $500. Farber is entitled to
(A)$500 because Water Works had decided to pay that amount. (B)$500 because the suggestion submitted will be used during the period that Water Works indicated it would pay $500. (C)$100 in accordance with the original offer. (D)Nothing if Water Works chooses not to pay since the offer was gratuitous.",C,"C
",1
task729_,35,"A woman and a defendant entered into an arrangement where the woman promised to pay the defendant $10,000 to act as a surrogate mother. In return, the defendant agreed to be implanted with the woman's embryo and carry the baby to term. The woman paid the defendant the $10,000 upfront. During the seventh month of the pregnancy, the defendant changed her mind and decided to keep the child herself. The defendant moved out of state and gave birth to the baby, which she refuses to turn over to the woman. The defendant is guilty of
(A)no crime. (B)embezzlement. (C)kidnapping. (D)false pretenses.",A,"A
",1
task729_,36,"A woman lived in a town that has an ordinance that prohibits littering. While the woman was taking a stroll one morning, she passed a man who was standing on the sidewalk and eating a doughnut. As he finished the doughnut, the man wiped his mouth with a paper napkin. He then wadded up the napkin into a small ball and dropped it on the sidewalk. Seeing this, the woman stopped and admonished the man for throwing his trash on the ground. She told him about the town ordinance that prohibits littering and said that a police officer could give him a citation that would require him to pay a fine. The man was very insulted and annoyed to be lectured like this. If the man institutes a civil action against the woman, the man will most likely
(A)recover for battery. (B)recover for negligence. (C)not recover, because the fact that an ordinance prohibited the man's conduct would preclude recovery as a matter of law.  (D)not recover, because the woman's conduct was customary and reasonable under the circumstances. ",D,"D
",1
task729_,37,"A young woman who attended a rock concert at a nightclub was injured when the band opened its performance with illegal fireworks that ignited foam insulation in the club's ceiling and walls. The young woman sued the radio station that sponsored the performance. The radio station has moved for summary judgment, claiming that it owed no duty to audience members. The evidence has established the following facts: The station advertised its sponsorship on the radio and in print, distributed free tickets to the concert, and in print, distributed free tickets to the concert, staffed the event with the station's interns to assist with crowd control, and provided a station disc jockey to serve as master of ceremonies. The master of ceremonies had the authority to stop or delay the performance at any time on the basis of any safety concern. The station knew or should have known that the band routinely used unlicensed, illegal fireworks in its performances. Should the court grant the radio station's motion for summary judgment? 
(A)No, because there is sufficient evidence of knowledge and control on the part of the station to impose on it a duty of care to audience members. (B)No, because under respondeat superior, the radio station is vicariously liable for the negligent actions of the band. (C)Yes, because it is the band and the nightclub owners who owed audience members a duty of care. (D)Yes, because the conduct of the band in setting off illegal fireworks was criminal and setting off illegal fireworks was criminal and was a superseding cause as a matter of law.",A,"A
",1
