task_name,instance_id,instance_content,standard_output,cnlp_output,cnlp_score
task190_,26,Sentence 1: Large groups of families gather in an outdoor courtyard to pray for rain. Sentence 2: The families eat dinner at a table.,C,N,0
task190_,27,"Sentence 1: Two women walking next to a sign that reads ""DOWNTOWN"". Sentence 2: The women are standing next to a sign that says ""Cleveland, Ohio""",C,C,1
task190_,28,Sentence 1: Two people with flotation devices are leaping into water. Sentence 2: two people learning swimming,N,N,1
task190_,29,Sentence 1: Two people talk next to a flag with an eye illustration. Sentence 2: Two people are discussing the flag that is next to them.,N,E,0
task190_,30,Sentence 1: Two shirtless men walking on a crowded beach. Sentence 2: A couple guys are getting some exercise.,C,N,0
task190_,31,Sentence 1: Two toddlers with NY Giants pajamas on play with the clean laundry. Sentence 2: The two people are very young.,C,"The relationship between the two sentences is neutral (N). While Sentence 1 mentions two toddlers, it does not explicitly state that they are ""very young,"" and Sentence 2 does not provide any additional information that would confirm or contradict the specifics of Sentence 1. Therefore, we cannot definitively determine a clear relationship.",0
task190_,32,Sentence 1: A construction worker in overalls and a yellow construction hat shovels dirt into a wheelbarrow. Sentence 2: A man is at work,C,N,0
task190_,33,"Sentence 1: Two older men, dressed in suits, give a presentation. Sentence 2: Two men sit silently.",C,N,0
task190_,34,Sentence 1: Two men are conversing nearby a painting. Sentence 2: Two men are stealing a painting.,C,C,1
task190_,35,Sentence 1: A crowd is gathered in a large outdoor public space. Sentence 2: There is a crowd gathered watching someone having a dramatic fight.,N,E,0
task190_,36,Sentence 1: A girl is serving food and a man is staring at her. Sentence 2: A girl is serving food and notices a man is staring at her.,N,N,1
task190_,37,Sentence 1: A woman wearing a white bolero jacket is holding a box with some items in it. Sentence 2: The woman is holding a bag.,C,C,1
task190_,38,Sentence 1: A male hiker high in the mountains. Sentence 2: A guy is driving in the mountains.,C,N,0
task190_,39,Sentence 1: A very dirty man is sleeping on the step of a building. Sentence 2: A drunk man has passed out next to a puddle of vomit in front of a building.,N,N,1
task190_,40,"Sentence 1: A group of Indian men demonstrate the act of sleeping to 3 school children, a young boy, and two young girls. Sentence 2: Nobody is sleeping",C,C,1
task190_,41,Sentence 1: Five men are sitting at a table with drinks. Sentence 2: Some men are drinking at a table.,C,"The relationship between the two sentences is entailment (E). 

Sentence 1 states that ""Five men are sitting at a table with drinks,"" which implies that there are men drinking at the table. Sentence 2 states that ""Some men are drinking at a table,"" which is consistent with the information provided in Sentence 1. 

Therefore, the answer is: **E**.",0
task190_,42,"Sentence 1: Three individuals, two men and one woman, on a stage in front of a crowd. Sentence 2: four people sat on the stage",C,C,1
task190_,43,"Sentence 1: One man is sitting on top of a school bus, while another man, wearing a matching shirt, is standing inside. Sentence 2: A dog catches a frisbee.",C,N,0
task190_,44,Sentence 1: A young girl in a blue shirt with blue jean shorts is grasping the top of a white cinder block wall. Sentence 2: A human grasping.,C,"The relationship between the two sentences is neutral (N). 

While both sentences mention a human grasping, Sentence 1 provides specific details about the girl and the context, whereas Sentence 2 is very general and does not specify who is grasping or the context. Therefore, we cannot definitively determine a clear entailment or contradiction.",0
task190_,45,"Sentence 1: A young boy in a red and white shirt is squatting on the ground, surrounded by bushes. Sentence 2: A boy is squatting on the ground.",C,E,0
task190_,46,"Sentence 1: Multiple people, one of whom is on a bicycle, cross a busy street. Sentence 2: Everyone is on a bicycle.",C,C,1
task190_,47,Sentence 1: Two dogs run across the grassy field. Sentence 2: Two dogs are running in a grass field.,C,E,0
task190_,48,Sentence 1: A young woman wearing a pink and green striped shirt with a white belt and flip-flops sitting on a cement step. Sentence 2: A woman is mowing the front lawn.,C,C,1
task190_,49,Sentence 1: Children recite something from white sheet of paper. Sentence 2: The children are coloring with coloring books.,C,N,0
task190_,50,Sentence 1: Two people in a canoe watching something in the boulder lined water. Sentence 2: Two people are in a canoe.,C,"The relationship between the two sentences is best classified as **E** (Entailment). 

Sentence 1 states that there are two people in a canoe, which is also confirmed in Sentence 2. Therefore, Sentence 2 is a clear agreement with the information provided in Sentence 1.",0
